hours_studied,attendance,previous_gpa,tutoring_sessions,sleep_hours,stress_level,screen_time,exam_anxiety,gender,age,part_time_job,study_method,diet_quality,internet_quality,extracurricular,family_income,final_grade,final_gpa,risk_status
6.88,40.46,2.56,2,5.96,7,11.8,4,male,29,no,online,average,poor,no,middle,D,2.4,At Risk
2.24,98.41,1.04,4,9.52,1,0.96,1,female,22,no,offline,good,average,yes,high,A,3.54,Not At Risk
1.28,48.35,1.04,6,9.33,7,11.81,1,male,27,no,online,average,good,no,high,F,1.72,At Risk
3.64,46.08,2.92,5,5.57,3,4.36,9,female,20,yes,hybrid,average,poor,yes,low,D,2.02,At Risk
2.95,42.05,2.05,4,7.3,2,7.55,2,male,28,yes,online,average,good,yes,middle,C,2.92,Not At Risk
5.85,82.67,2.01,6,7.83,5,9.13,9,male,25,no,hybrid,poor,poor,yes,high,C,2.9,Not At Risk
11.78,82.88,1.1,5,5.25,6,3.73,10,female,22,no,hybrid,poor,excellent,no,middle,B,3.28,Not At Risk
9.87,59.28,3.8,7,8.75,1,3.9,8,male,23,no,hybrid,average,good,no,high,A,3.83,Not At Risk
6.05,49.12,1.46,1,4.44,2,3.23,9,male,16,no,hybrid,poor,excellent,yes,high,D,2.19,At Risk
3.91,91.16,2.91,2,9.22,7,9.54,6,female,28,yes,online,average,good,yes,middle,D,2.01,At Risk
4.26,59.27,2.65,7,4.32,10,10.55,3,male,17,yes,hybrid,average,poor,no,low,D,2.14,At Risk
2.76,97.19,2.27,4,7.0,5,1.77,3,male,27,yes,offline,good,average,yes,high,B,3.31,Not At Risk
9.27,77.43,1.9,5,4.29,5,8.99,3,female,23,no,hybrid,poor,excellent,no,low,B,3.31,Not At Risk
0.17,77.99,2.31,7,5.75,5,0.2,3,male,27,no,offline,poor,average,no,low,C,2.89,Not At Risk
5.76,65.77,2.87,7,8.96,2,8.81,3,female,19,no,hybrid,poor,average,yes,high,A,3.86,Not At Risk
7.87,74.25,2.33,7,7.88,2,2.47,10,female,25,yes,hybrid,good,good,yes,middle,A,3.84,Not At Risk
0.07,45.23,1.86,3,8.4,5,10.47,6,female,27,no,hybrid,poor,excellent,no,middle,F,1.42,At Risk
6.77,87.67,1.22,7,7.16,2,7.72,1,female,25,yes,online,average,good,no,high,A,3.75,Not At Risk
9.62,76.37,3.79,7,5.68,8,8.04,2,female,16,no,hybrid,poor,poor,no,low,A,3.84,Not At Risk
5.88,76.85,2.07,4,4.38,4,7.16,4,male,25,yes,hybrid,poor,good,yes,high,C,2.87,Not At Risk
2.86,96.73,2.98,2,7.6,4,5.96,8,female,19,no,online,poor,average,no,low,C,2.59,Not At Risk
0.09,61.62,3.98,7,8.13,7,3.0,7,female,21,no,offline,average,good,no,middle,D,2.18,At Risk
7.35,68.12,2.06,6,9.55,2,7.93,6,male,23,no,online,poor,average,yes,high,A,3.66,Not At Risk
11.26,53.0,3.96,0,7.31,2,9.75,8,male,25,no,online,average,good,yes,low,B,3.16,Not At Risk
0.34,55.61,3.15,2,4.15,8,10.52,3,female,27,no,hybrid,poor,good,no,high,F,1.22,At Risk
2.44,89.45,1.91,1,5.4,8,7.57,1,male,26,no,offline,poor,excellent,no,high,F,1.65,At Risk
7.83,40.22,1.83,7,4.27,8,9.2,1,male,23,no,hybrid,average,poor,yes,middle,C,2.7,Not At Risk
2.1,74.95,3.37,5,8.95,10,9.71,6,male,18,yes,hybrid,poor,poor,no,low,F,1.8,At Risk
3.16,84.43,3.54,7,9.7,5,3.25,6,female,21,no,hybrid,poor,good,no,middle,B,3.38,Not At Risk
5.13,91.44,2.71,3,7.34,10,11.99,2,male,28,yes,hybrid,good,average,no,high,D,2.11,At Risk
7.82,67.59,3.23,0,8.71,0,5.84,3,male,26,yes,hybrid,average,poor,no,low,A,3.89,Not At Risk
9.81,71.96,3.09,5,8.34,6,11.27,10,female,29,yes,hybrid,poor,good,no,low,C,2.86,Not At Risk
2.87,44.64,1.91,7,5.94,10,9.62,7,male,25,yes,online,poor,poor,no,low,F,0.61,At Risk
10.83,44.11,3.4,5,4.72,6,10.93,5,male,20,no,offline,poor,excellent,no,high,B,3.49,Not At Risk
11.99,73.08,1.59,2,9.54,2,0.36,2,female,27,no,hybrid,poor,good,no,low,A,3.91,Not At Risk
7.92,54.93,3.08,4,6.02,5,6.23,1,female,28,no,online,poor,poor,no,low,A,3.92,Not At Risk
1.94,86.8,1.87,7,6.9,1,10.07,9,female,27,no,hybrid,poor,average,yes,low,C,2.77,Not At Risk
4.72,87.78,2.16,5,6.23,9,7.88,10,male,24,no,online,average,good,yes,low,F,1.91,At Risk
2.24,51.14,1.14,0,6.96,5,10.35,4,male,24,no,offline,poor,good,yes,high,F,0.97,At Risk
1.6,49.47,3.86,3,6.33,5,11.15,6,male,26,no,offline,poor,excellent,no,high,F,0.77,At Risk
7.43,70.84,3.02,6,5.57,3,7.92,8,female,21,no,online,good,excellent,no,middle,B,3.16,Not At Risk
7.28,97.88,3.68,2,8.71,1,7.42,2,female,26,yes,online,good,poor,yes,high,A,3.58,Not At Risk
8.07,78.6,3.38,5,5.54,0,0.09,0,female,16,yes,hybrid,average,good,yes,middle,A,3.71,Not At Risk
3.17,53.99,2.82,7,8.67,8,1.85,4,male,21,no,offline,poor,average,yes,high,C,2.6,Not At Risk
11.07,70.69,1.13,4,6.27,2,1.2,3,female,18,yes,online,poor,excellent,yes,high,A,3.71,Not At Risk
7.22,45.53,1.49,3,6.35,5,10.71,9,female,27,yes,offline,poor,poor,yes,middle,F,0.89,At Risk
9.35,80.76,3.5,1,7.94,5,0.06,0,male,28,yes,offline,average,poor,no,middle,A,3.59,Not At Risk
0.35,40.11,3.92,3,6.06,1,0.27,8,male,24,no,online,average,average,yes,middle,C,2.58,Not At Risk
4.15,72.76,3.91,5,8.23,10,5.95,10,male,25,yes,online,good,poor,no,low,F,1.67,At Risk
6.08,97.75,1.41,4,8.6,9,6.73,10,female,24,no,offline,poor,poor,no,high,F,0.5,At Risk
5.52,76.02,1.62,2,7.51,8,9.14,7,female,27,no,hybrid,average,poor,no,high,F,0.82,At Risk
5.52,44.86,1.0,1,7.12,8,3.35,6,male,21,no,offline,poor,average,no,high,F,1.97,At Risk
0.26,40.34,2.6,2,7.82,9,11.13,1,female,29,no,hybrid,good,excellent,no,low,F,1.43,At Risk
10.68,77.46,1.47,4,5.69,9,11.22,7,female,25,yes,hybrid,good,excellent,no,high,D,2.39,At Risk
4.61,73.86,3.56,6,5.91,5,5.39,1,female,20,yes,hybrid,poor,average,no,low,A,3.7,Not At Risk
6.92,96.81,2.11,1,7.41,0,6.64,4,male,27,yes,offline,poor,average,no,middle,A,3.77,Not At Risk
9.37,95.3,2.61,6,4.5,6,0.38,6,male,21,no,hybrid,average,good,no,high,A,3.8,Not At Risk
3.85,88.88,3.62,1,8.08,3,0.98,0,female,24,yes,offline,good,average,no,middle,A,3.7,Not At Risk
6.4,86.22,2.19,1,8.24,5,5.67,9,male,19,yes,offline,poor,good,no,middle,D,2.01,At Risk
8.45,68.49,3.25,4,8.59,6,0.62,7,male,20,no,online,good,good,yes,middle,B,3.01,Not At Risk
9.25,71.92,2.38,3,8.22,0,7.49,7,female,28,yes,offline,good,excellent,no,high,A,3.81,Not At Risk
6.81,50.92,3.66,5,4.5,7,7.65,5,female,29,yes,hybrid,good,good,no,middle,C,2.51,Not At Risk
2.11,75.59,2.24,4,4.13,3,8.57,6,female,23,yes,offline,good,excellent,yes,low,D,2.28,At Risk
8.85,86.53,1.71,3,4.2,9,8.55,7,male,17,no,online,average,poor,yes,middle,D,2.08,At Risk
8.54,95.65,2.26,5,8.41,4,1.88,3,male,24,yes,online,average,good,yes,middle,A,3.5,Not At Risk
10.12,67.43,3.97,7,9.32,5,8.89,2,female,28,no,hybrid,good,average,yes,middle,A,3.82,Not At Risk
11.1,76.82,3.84,6,8.14,8,4.03,8,female,22,no,online,average,average,no,middle,A,3.94,Not At Risk
1.15,46.5,3.42,5,4.94,4,7.57,5,male,22,no,online,poor,average,yes,low,D,2.33,At Risk
3.15,88.27,3.34,7,8.4,6,1.23,4,male,28,no,hybrid,average,good,no,low,B,3.17,Not At Risk
6.72,74.35,3.56,2,8.54,7,11.42,2,male,22,yes,online,average,excellent,yes,middle,B,3.02,Not At Risk
8.09,51.48,2.9,6,8.29,7,0.24,6,male,26,yes,hybrid,good,excellent,yes,middle,B,3.11,Not At Risk
0.31,98.38,2.27,0,9.17,7,11.63,1,male,17,no,hybrid,average,excellent,no,high,F,0.89,At Risk
4.94,69.62,3.99,5,7.79,3,3.5,1,female,26,no,hybrid,poor,excellent,yes,high,A,3.69,Not At Risk
10.74,66.47,3.5,6,9.09,0,1.47,8,female,24,yes,offline,average,poor,yes,middle,A,3.68,Not At Risk
6.61,45.47,3.87,3,6.62,0,1.27,6,male,25,no,online,good,good,yes,low,A,3.97,Not At Risk
5.41,76.98,2.69,6,8.94,10,4.79,4,female,22,no,online,good,good,no,high,C,2.51,Not At Risk
4.77,54.96,1.02,7,8.69,3,2.78,5,male,29,no,online,good,excellent,yes,middle,B,3.2,Not At Risk
11.54,64.79,3.64,6,5.67,2,11.61,9,male,22,yes,offline,good,good,no,high,A,3.95,Not At Risk
11.81,62.17,1.22,2,9.41,8,4.39,9,male,16,yes,online,good,good,yes,middle,C,2.81,Not At Risk
6.93,69.44,3.26,5,9.45,2,5.48,10,male,26,no,offline,average,excellent,no,high,B,3.31,Not At Risk
0.18,67.2,2.63,2,9.6,1,10.79,9,female,17,yes,online,poor,average,yes,high,F,1.01,At Risk
4.29,75.04,1.02,3,4.69,6,9.95,1,male,17,no,hybrid,average,poor,yes,middle,D,2.05,At Risk
10.61,77.12,3.99,1,6.7,0,3.9,1,female,25,no,hybrid,poor,average,yes,high,A,3.73,Not At Risk
9.24,51.31,1.14,6,6.37,4,0.72,2,male,29,no,hybrid,good,average,no,middle,A,3.61,Not At Risk
6.33,87.92,3.69,6,7.68,10,2.85,0,male,21,no,hybrid,poor,poor,no,high,A,3.91,Not At Risk
8.16,99.74,3.77,1,8.14,10,10.07,0,female,28,no,hybrid,poor,average,yes,middle,B,3.44,Not At Risk
11.11,47.67,3.54,5,5.34,9,0.55,10,female,18,no,hybrid,average,poor,yes,middle,C,2.71,Not At Risk
5.86,60.32,1.41,5,9.22,5,11.45,5,female,25,no,hybrid,good,average,yes,low,C,2.91,Not At Risk
7.62,62.08,3.53,5,6.13,6,6.63,3,male,17,yes,offline,poor,poor,no,middle,B,3.06,Not At Risk
8.94,84.85,2.9,0,5.99,7,8.03,7,female,26,no,offline,good,excellent,no,high,C,2.57,Not At Risk
10.18,42.09,2.81,7,6.9,10,3.15,6,female,22,yes,online,poor,average,no,high,C,2.8,Not At Risk
4.72,92.11,1.86,4,8.45,4,0.51,2,female,29,yes,hybrid,good,poor,yes,middle,A,3.9,Not At Risk
8.94,60.34,3.99,0,9.77,4,5.29,2,male,22,no,hybrid,good,good,no,high,A,3.55,Not At Risk
6.94,49.33,1.24,5,6.29,6,11.56,10,male,26,no,offline,good,poor,no,low,F,0.53,At Risk
1.22,65.12,3.88,0,9.52,6,11.18,3,male,16,yes,offline,average,good,yes,low,D,2.2,At Risk
5.87,94.97,2.7,4,9.12,9,7.35,4,male,25,yes,offline,good,poor,no,low,C,2.67,Not At Risk
8.44,49.11,2.7,4,9.69,7,1.82,1,female,20,yes,hybrid,average,good,no,high,A,3.64,Not At Risk
6.26,71.62,1.18,0,8.37,8,4.85,2,male,28,no,offline,poor,good,no,high,D,2.01,At Risk
9.19,59.5,3.32,1,9.06,5,9.74,1,female,22,yes,offline,average,average,yes,low,A,4.0,Not At Risk
1.4,78.46,2.02,3,8.64,3,4.33,3,female,28,yes,online,average,average,yes,middle,C,2.83,Not At Risk
10.32,73.04,2.78,1,7.34,6,0.35,10,male,16,no,hybrid,good,average,no,low,B,3.06,Not At Risk
3.7,70.06,3.78,4,5.55,3,9.63,10,male,19,yes,online,good,good,yes,middle,D,2.19,At Risk
4.7,59.01,3.62,4,7.42,4,11.96,3,male,22,no,hybrid,poor,poor,yes,high,B,3.17,Not At Risk
9.45,88.9,1.8,3,4.2,2,10.28,2,male,24,yes,hybrid,good,poor,no,high,A,3.73,Not At Risk
1.72,49.16,2.07,2,4.69,5,7.53,2,male,27,no,hybrid,good,good,no,low,F,1.28,At Risk
4.73,87.86,3.73,1,8.81,0,4.08,10,female,22,yes,hybrid,good,good,yes,low,B,3.16,Not At Risk
10.32,44.78,2.58,0,7.8,6,4.21,1,female,26,no,hybrid,good,poor,no,high,B,3.17,Not At Risk
0.52,83.88,3.79,1,9.92,2,7.5,10,female,27,no,offline,average,poor,yes,middle,D,2.04,At Risk
8.61,55.07,1.77,6,6.14,9,4.77,4,male,20,yes,hybrid,average,average,no,middle,C,2.84,Not At Risk
4.15,90.07,3.07,3,5.03,0,0.5,1,female,26,no,offline,average,good,yes,middle,A,3.5,Not At Risk
7.76,98.95,3.57,4,6.54,2,2.9,1,female,28,no,offline,poor,average,yes,middle,A,3.91,Not At Risk
6.25,81.15,1.51,4,7.19,8,5.37,7,female,27,no,online,average,average,yes,low,D,2.07,At Risk
9.17,62.59,1.06,7,9.2,6,7.56,7,female,28,yes,offline,poor,poor,no,high,B,3.01,Not At Risk
0.41,53.13,1.22,7,8.55,0,8.39,3,female,17,no,offline,poor,poor,no,high,C,2.83,Not At Risk
7.47,54.76,3.03,6,7.12,7,2.09,0,male,21,no,online,good,poor,yes,low,A,3.98,Not At Risk
11.65,61.47,1.1,7,9.77,3,3.67,8,female,20,no,hybrid,good,excellent,yes,high,A,3.78,Not At Risk
3.38,57.65,2.53,7,6.34,9,9.74,8,male,20,yes,hybrid,average,average,yes,middle,F,0.49,At Risk
2.07,60.86,1.17,1,4.23,3,4.26,2,male,27,no,hybrid,good,poor,yes,low,D,2.34,At Risk
8.66,43.56,3.76,3,7.16,2,9.16,8,male,24,no,online,poor,poor,yes,high,B,3.05,Not At Risk
8.13,44.7,2.13,5,7.63,7,3.76,9,female,17,no,hybrid,good,poor,no,middle,D,2.49,At Risk
9.45,97.65,1.6,7,7.6,3,8.66,4,male,22,no,hybrid,poor,poor,no,low,A,3.93,Not At Risk
10.48,78.96,3.52,5,8.02,6,0.26,8,female,19,yes,online,average,poor,yes,low,A,3.85,Not At Risk
2.88,84.53,3.85,3,4.19,1,8.75,2,male,25,yes,hybrid,poor,average,no,high,B,3.15,Not At Risk
9.89,40.63,1.41,5,7.81,0,1.56,2,male,17,yes,offline,average,average,no,middle,A,3.56,Not At Risk
2.39,72.4,2.27,7,5.17,0,6.3,3,male,21,no,offline,average,poor,yes,middle,B,3.1,Not At Risk
9.66,90.49,1.22,6,4.87,8,6.8,9,female,24,yes,online,average,good,yes,low,C,2.83,Not At Risk
9.43,81.93,2.27,7,8.53,9,2.8,8,male,18,no,offline,poor,poor,yes,high,B,3.47,Not At Risk
2.1,81.45,1.62,4,6.4,3,3.16,9,female,27,no,online,good,excellent,no,low,D,2.07,At Risk
4.98,98.72,1.59,2,6.16,10,9.37,3,male,21,yes,online,poor,good,yes,high,F,1.69,At Risk
11.0,69.14,2.11,2,8.57,7,0.75,2,male,26,no,offline,good,good,no,low,A,3.79,Not At Risk
3.25,92.21,1.99,6,7.56,10,3.71,0,male,29,no,hybrid,good,poor,no,middle,C,2.9,Not At Risk
5.0,78.24,2.61,7,8.84,8,4.5,5,male,19,no,offline,poor,average,yes,low,C,2.76,Not At Risk
7.2,90.39,1.42,0,5.36,9,11.04,9,male,19,yes,offline,average,excellent,no,low,F,1.74,At Risk
2.65,91.68,4.0,6,6.04,0,3.98,7,female,26,no,hybrid,average,excellent,yes,middle,A,3.64,Not At Risk
3.5,75.83,2.57,7,5.66,2,4.71,2,female,29,no,online,average,excellent,yes,middle,A,3.65,Not At Risk
1.26,49.86,2.69,6,7.33,6,0.69,1,female,20,yes,hybrid,average,good,no,high,C,2.92,Not At Risk
1.69,87.78,3.67,3,6.84,1,7.47,9,male,26,yes,offline,good,average,yes,low,C,2.52,Not At Risk
7.45,50.39,1.56,5,5.85,1,7.24,8,male,20,yes,hybrid,poor,good,no,high,B,3.15,Not At Risk
1.61,56.58,3.1,1,9.94,10,8.09,1,female,19,yes,offline,average,average,no,high,F,1.39,At Risk
4.78,83.41,2.84,1,8.11,10,10.33,6,male,25,no,hybrid,good,good,no,high,F,0.64,At Risk
6.82,43.13,2.95,0,8.45,6,6.77,2,female,23,yes,online,average,average,no,high,C,2.52,Not At Risk
2.46,48.67,1.7,1,9.29,5,10.49,5,male,24,yes,online,average,poor,yes,low,F,0.63,At Risk
9.15,55.49,2.28,0,9.2,2,1.62,5,female,21,yes,hybrid,good,excellent,yes,high,A,3.81,Not At Risk
0.07,90.6,2.97,3,6.7,1,9.71,1,female,16,yes,hybrid,average,average,no,low,B,3.12,Not At Risk
4.87,59.17,1.29,7,7.74,9,2.78,1,female,17,yes,online,good,average,no,high,C,2.94,Not At Risk
8.83,50.64,1.59,7,4.46,0,5.34,4,male,21,yes,offline,poor,excellent,no,high,A,3.65,Not At Risk
10.12,87.53,3.17,2,5.57,0,4.23,2,male,24,no,online,average,good,yes,high,A,3.72,Not At Risk
6.47,76.91,3.22,3,5.46,9,5.62,5,female,17,no,hybrid,poor,excellent,no,middle,C,2.79,Not At Risk
9.98,65.33,1.93,4,6.09,3,7.26,1,male,28,no,offline,good,average,yes,low,A,3.6,Not At Risk
1.15,99.6,1.17,2,9.58,8,9.78,8,male,16,no,online,good,average,no,high,F,1.75,At Risk
2.3,76.01,3.9,7,6.58,5,9.78,4,female,20,yes,offline,good,excellent,no,low,B,3.15,Not At Risk
2.45,69.86,2.36,6,4.74,1,10.92,6,male,26,yes,online,poor,poor,yes,middle,C,2.79,Not At Risk
4.82,61.68,3.48,3,5.47,10,5.74,10,male,20,no,online,good,poor,yes,low,F,0.03,At Risk
4.88,68.2,2.66,0,7.27,3,9.75,2,male,26,yes,hybrid,average,good,yes,middle,C,2.53,Not At Risk
2.79,94.4,3.23,6,6.36,3,9.77,0,female,20,yes,hybrid,good,average,no,middle,A,3.59,Not At Risk
4.16,61.81,1.63,1,5.26,9,5.56,10,female,22,yes,hybrid,average,good,no,middle,F,0.21,At Risk
4.06,58.82,3.85,6,4.94,5,8.53,8,female,18,no,online,poor,average,no,low,C,2.85,Not At Risk
7.29,68.54,3.55,4,9.45,7,9.35,7,female,20,yes,online,poor,average,no,low,C,2.96,Not At Risk
7.53,47.1,3.04,0,8.76,4,1.55,1,male,22,no,offline,average,average,yes,low,A,3.62,Not At Risk
4.84,48.25,3.71,2,5.41,0,10.67,8,male,24,yes,online,poor,good,yes,low,C,2.84,Not At Risk
3.3,75.74,3.29,0,7.09,3,2.03,2,male,28,yes,hybrid,good,average,no,middle,B,3.48,Not At Risk
2.23,76.24,1.98,0,4.58,10,4.31,7,male,24,no,online,poor,poor,yes,low,F,0.13,At Risk
9.99,80.68,1.74,1,8.52,6,2.81,7,male,28,no,offline,poor,good,yes,low,B,3.04,Not At Risk
3.56,96.33,2.87,1,4.07,3,0.71,7,male,25,yes,hybrid,average,excellent,no,high,C,2.76,Not At Risk
2.57,92.34,1.93,2,8.52,4,7.76,9,male,22,no,hybrid,average,excellent,no,low,D,2.11,At Risk
10.81,44.19,2.97,6,5.09,4,2.62,4,female,22,yes,hybrid,good,excellent,yes,middle,A,3.97,Not At Risk
8.69,75.42,1.98,2,6.04,10,3.31,5,male,17,yes,online,poor,poor,no,low,D,2.0,At Risk
9.7,93.79,1.39,1,5.78,3,10.72,9,female,16,no,hybrid,good,excellent,yes,high,C,2.86,Not At Risk
4.44,93.26,2.61,5,6.87,1,2.42,4,female,20,no,hybrid,good,poor,no,low,A,3.7,Not At Risk
7.49,60.94,2.7,2,5.15,2,5.19,6,male,19,no,hybrid,good,excellent,yes,high,B,3.09,Not At Risk
1.83,96.08,2.22,6,9.45,8,8.46,3,male,16,no,offline,good,excellent,no,high,D,2.16,At Risk
8.67,41.48,3.94,1,8.84,0,1.43,9,male,19,yes,hybrid,good,poor,no,middle,A,3.67,Not At Risk
9.87,43.17,1.42,5,9.48,5,11.88,1,male,27,no,online,average,good,no,low,B,3.22,Not At Risk
8.51,74.39,2.65,3,6.17,10,5.41,3,female,16,yes,offline,average,average,yes,low,C,2.63,Not At Risk
1.06,82.01,3.72,7,5.24,2,3.42,4,male,20,no,hybrid,poor,poor,no,middle,B,3.48,Not At Risk
1.6,88.71,3.12,2,7.88,0,8.0,5,female,25,yes,online,average,excellent,yes,low,B,3.31,Not At Risk
3.5,97.28,2.95,5,5.09,4,8.42,1,male,16,yes,hybrid,poor,good,no,high,B,3.15,Not At Risk
11.92,56.05,3.23,0,5.28,9,10.09,0,female,23,no,offline,poor,average,no,middle,B,3.11,Not At Risk
5.67,66.58,3.71,4,4.42,9,6.97,6,female,29,yes,online,poor,average,no,high,D,2.06,At Risk
1.39,65.8,2.89,2,4.29,10,1.87,1,male,18,no,hybrid,average,good,no,high,F,1.17,At Risk
5.73,42.45,1.85,1,4.13,10,6.78,5,female,26,yes,online,good,poor,no,low,F,1.88,At Risk
7.22,67.42,2.01,2,7.61,6,8.06,7,female,28,yes,offline,good,average,no,high,D,2.15,At Risk
4.79,91.84,2.97,2,6.18,7,3.68,1,female,25,no,offline,poor,poor,no,high,B,3.42,Not At Risk
10.04,93.45,1.14,1,6.62,5,0.99,2,male,26,no,online,poor,excellent,yes,middle,A,3.56,Not At Risk
2.46,74.69,2.52,6,7.04,2,11.76,8,female,18,no,offline,good,excellent,no,middle,C,2.66,Not At Risk
11.44,64.87,1.22,2,7.5,4,8.86,2,female,21,yes,offline,poor,good,yes,middle,B,3.48,Not At Risk
7.29,54.24,3.21,3,6.8,7,1.73,5,female,27,yes,hybrid,poor,excellent,yes,middle,C,2.7,Not At Risk
9.4,87.13,1.12,3,7.52,4,7.61,0,male,26,yes,offline,average,poor,yes,high,A,3.75,Not At Risk
2.36,47.55,1.33,6,4.93,10,9.94,0,male,21,yes,offline,poor,excellent,yes,low,F,1.21,At Risk
7.38,75.07,3.18,3,9.65,5,6.22,6,female,23,no,hybrid,average,good,yes,middle,B,3.3,Not At Risk
0.88,70.56,2.34,1,6.0,2,9.24,9,male,20,yes,hybrid,good,excellent,yes,high,F,0.78,At Risk
4.62,76.94,2.45,4,4.73,10,5.84,0,female,16,no,offline,average,average,yes,low,D,2.12,At Risk
7.68,52.5,2.29,6,5.22,2,6.49,2,male,23,yes,online,average,average,yes,low,A,3.62,Not At Risk
6.85,53.25,1.74,7,7.91,1,8.59,6,male,25,no,hybrid,average,excellent,yes,middle,B,3.42,Not At Risk
6.65,57.02,2.68,6,4.76,10,2.44,7,male,26,no,offline,poor,average,no,high,D,2.1,At Risk
3.51,61.74,3.73,3,6.97,3,5.41,7,male,16,yes,hybrid,average,poor,no,high,C,2.62,Not At Risk
11.84,40.64,1.38,0,7.08,3,4.0,3,male,16,no,hybrid,average,poor,no,low,B,3.21,Not At Risk
7.28,42.16,2.61,2,7.37,2,10.84,2,male,22,no,online,good,good,yes,middle,B,3.25,Not At Risk
1.2,57.83,1.79,0,5.94,7,0.29,6,male,20,yes,hybrid,poor,poor,yes,low,F,1.03,At Risk
0.47,41.7,2.72,0,4.34,0,5.12,7,male,19,no,offline,poor,good,no,low,F,0.11,At Risk
11.39,96.37,3.76,6,4.61,10,6.84,0,female,19,yes,hybrid,poor,poor,yes,middle,A,3.94,Not At Risk
8.72,90.28,1.88,3,9.31,2,9.34,9,female,29,yes,hybrid,good,excellent,yes,low,B,3.12,Not At Risk
11.91,75.4,3.45,2,8.14,1,11.45,2,female,22,yes,online,average,poor,yes,middle,A,3.55,Not At Risk
9.22,65.47,2.93,7,8.14,9,2.12,3,female,20,no,offline,good,average,no,high,A,3.72,Not At Risk
9.85,64.77,1.89,2,7.84,4,4.98,3,male,23,no,online,poor,poor,yes,low,A,3.72,Not At Risk
8.67,77.41,1.8,4,4.77,6,8.99,8,female,20,no,offline,poor,poor,no,high,C,2.63,Not At Risk
2.86,41.48,3.92,1,9.86,10,6.63,5,female,19,yes,online,average,excellent,no,high,F,1.14,At Risk
8.38,74.89,1.18,5,8.09,7,11.92,2,male,28,no,offline,poor,good,no,high,C,2.96,Not At Risk
8.03,65.84,3.61,0,5.96,0,10.21,2,female,29,yes,hybrid,average,excellent,no,middle,A,3.54,Not At Risk
8.45,78.46,1.25,7,4.43,8,5.28,9,male,16,no,hybrid,good,average,no,high,D,2.18,At Risk
8.91,71.12,2.38,5,9.17,0,9.71,0,female,19,no,hybrid,average,poor,yes,middle,A,3.56,Not At Risk
3.04,72.33,2.9,6,6.22,5,3.7,4,female,29,no,online,good,average,no,middle,B,3.09,Not At Risk
6.7,76.23,3.09,7,6.54,3,1.98,10,female,27,no,online,average,poor,yes,middle,A,3.81,Not At Risk
3.72,60.01,3.4,1,7.77,5,5.83,6,female,18,no,online,good,average,yes,high,D,2.1,At Risk
10.09,88.31,1.57,3,8.77,8,7.18,1,male,21,no,offline,poor,average,yes,middle,B,3.45,Not At Risk
3.03,74.79,3.67,2,8.47,5,4.42,4,male,22,no,online,good,good,yes,middle,C,2.97,Not At Risk
10.24,75.89,2.29,4,6.31,5,10.95,7,female,26,no,hybrid,average,average,yes,middle,B,3.45,Not At Risk
0.72,84.75,3.68,7,9.02,1,7.02,0,male,19,yes,hybrid,average,poor,no,middle,A,3.56,Not At Risk
8.05,73.29,2.74,1,5.59,2,0.27,5,female,16,yes,hybrid,poor,excellent,no,low,A,3.71,Not At Risk
0.44,42.33,2.66,2,5.0,9,5.4,7,male,16,no,hybrid,poor,excellent,yes,high,F,1.15,At Risk
3.16,94.57,3.69,3,9.45,2,9.48,8,female,28,no,online,average,average,yes,low,B,3.11,Not At Risk
3.74,83.06,3.19,7,4.66,9,2.79,5,male,22,no,online,average,excellent,no,middle,C,2.77,Not At Risk
0.94,59.59,2.15,0,4.03,6,6.97,3,female,22,no,hybrid,average,excellent,yes,high,F,1.1,At Risk
7.48,71.13,3.14,3,9.05,1,0.95,1,female,23,yes,hybrid,average,poor,no,low,A,3.71,Not At Risk
6.46,93.64,2.4,0,9.14,4,9.55,5,male,23,yes,hybrid,poor,good,no,middle,C,2.79,Not At Risk
2.79,98.75,2.41,1,5.19,1,9.3,2,female,18,yes,online,average,poor,yes,low,B,3.3,Not At Risk
11.11,67.16,3.07,3,4.54,5,2.78,1,male,24,no,offline,poor,good,no,middle,A,3.96,Not At Risk
4.31,74.4,2.15,3,7.01,2,2.85,1,female,16,yes,online,poor,excellent,no,high,A,3.73,Not At Risk
7.42,73.34,2.89,1,7.56,2,1.76,1,male,26,yes,offline,poor,average,yes,middle,A,3.82,Not At Risk
8.16,92.3,3.73,7,6.9,8,1.74,7,female,18,no,hybrid,poor,average,no,high,A,3.84,Not At Risk
1.76,92.41,2.62,6,6.58,10,11.47,8,female,25,no,hybrid,poor,excellent,no,low,F,0.8,At Risk
10.33,57.21,2.53,3,9.86,5,2.93,3,female,23,yes,online,good,good,yes,middle,A,3.7,Not At Risk
0.31,60.72,1.56,1,7.45,6,1.39,10,female,28,no,offline,average,good,yes,low,F,1.11,At Risk
6.67,75.98,3.13,0,8.33,5,3.64,3,male,27,yes,hybrid,poor,poor,no,high,B,3.32,Not At Risk
2.37,89.48,2.44,5,4.69,2,9.87,10,female,23,yes,hybrid,poor,excellent,yes,high,D,2.48,At Risk
8.02,85.75,1.56,4,7.1,4,5.56,4,female,23,no,hybrid,poor,average,no,middle,B,3.25,Not At Risk
6.0,43.53,3.44,3,7.71,6,1.05,9,male,17,yes,hybrid,average,average,no,middle,C,2.82,Not At Risk
1.24,83.43,1.57,6,9.72,9,7.97,3,female,21,no,hybrid,average,excellent,no,low,D,2.37,At Risk
